##### SUMMARY #####
True positives:	35
True negatives:	1450
False positives:	6
False negatives:	122


Precision:	0.853658536585
Recall:	0.222929936306
F1 score:	0.353535353535


##### tpalo #####
True positives:	0
True negatives:	92
False positives:	1
False negatives:	4


Precision:	0.0
Recall:	0.0
F1 score:	N/A (not enough examples)


##### CHLOE #####
True positives:	1
True negatives:	233
False positives:	2
False negatives:	6


Precision:	0.333333333333
Recall:	0.142857142857
F1 score:	0.2


##### yahres #####
True positives:	0
True negatives:	2
False positives:	0
False negatives:	0


Precision:	N/A (not enough examples)
Recall:	N/A (not enough examples)
F1 score:	N/A (not enough examples)


##### JOHANNES #####
True positives:	33
True negatives:	1113
False positives:	3
False negatives:	108


Precision:	0.916666666667
Recall:	0.234042553191
F1 score:	0.372881355932


##### AARON #####
True positives:	1
True negatives:	10
False positives:	0
False negatives:	4


Precision:	1.0
Recall:	0.2
F1 score:	0.333333333333


##### HARENDRA #####
True positives:	0
True negatives:	0
False positives:	0
False negatives:	0


Precision:	N/A (not enough examples)
Recall:	N/A (not enough examples)
F1 score:	N/A (not enough examples)


